Image name,Translated text,Ground truth,Translation language,Image preprocessing,Text_TT,Text_GT,diff_TT/GT,match,oem,similarity
040_3_08_2.png,ay,ad,enm,Deskewed,2,2,100.0%,No,0,
040_3_17_4.png,WO,racio,enm,Deskewed,2,5,40.0%,No,0,
040_3_08_3.png,CMS,eius,enm,Deskewed,3,4,75.0%,No,0,
040_3_11_2.png,ve,de,enm,Deskewed,2,2,100.0%,No,0,
040_3_14_1.png,rare,rare,enm,Deskewed,4,4,100.0%,Yes,0,
040_3_34_4.png,w,de,enm,Deskewed,1,2,50.0%,No,0,
040_3_29_1.png,bet,bet,enm,Deskewed,3,3,100.0%,Yes,0,
040_3_10_5.png,thaat,faciat,enm,Deskewed,5,6,83.33%,No,0,
040_3_34_5.png,dxlmo,Chelmo,enm,Deskewed,5,6,83.33%,No,0,
040_3_09_5.png,mmmtum,iudicatum,enm,Deskewed,6,9,66.67%,No,0,
040_3_32_3.png,WIW,comitis,enm,Deskewed,3,7,42.86%,No,0,
040_3_16_2.png,comes,comes,enm,Deskewed,5,5,100.0%,Yes,0,
040_3_05_8.png,m,iu,enm,Deskewed,1,2,50.0%,No,0,
040_3_30_1.png,pldatttur,placitetur,enm,Deskewed,9,10,90.0%,No,0,
040_3_30_3.png,fit,sit,enm,Deskewed,3,3,100.0%,No,0,
040_3_14_2.png,,debet,enm,Deskewed,0,5,0.0%,No,0,
040_3_32_1.png,W,debet,enm,Deskewed,1,5,20.0%,No,0,
040_3_12_4.png,mrdt i,iurat,enm,Deskewed,6,5,120.0%,No,0,
040_3_10_6.png,tumrc,iurare,enm,Deskewed,5,6,83.33%,No,0,
040_3_12_5.png,vcbct,debet,enm,Deskewed,5,5,100.0%,No,0,
040_3_14_3.png,an,ad,enm,Deskewed,2,2,100.0%,No,0,
040_3_30_2.png,it,Et,enm,Deskewed,2,2,100.0%,No,0,
040_3_16_1.png,ii,si,enm,Deskewed,2,2,100.0%,No,0,
040_3_16_5.png,per,per,enm,Deskewed,3,3,100.0%,Yes,0,
040_3_09_2.png,fit,sit,enm,Deskewed,3,3,100.0%,No,0,
040_3_10_2.png,at,ut,enm,Deskewed,2,2,100.0%,No,0,
040_3_29_6.png,hlbl,ibi,enm,Deskewed,4,3,133.33%,No,0,
040_3_34_3.png,comes,comes,enm,Deskewed,5,5,100.0%,Yes,0,
040_3_32_5.png,WW,Comunis,enm,Deskewed,2,7,28.57%,No,0,
040_3_14_6.png,ft,et,enm,Deskewed,2,2,100.0%,No,0,
040_3_16_4.png,cbeLmo,Chelmo,enm,Deskewed,6,6,100.0%,No,0,
040_3_30_5.png,plaa,placi,enm,Deskewed,4,5,80.0%,No,0,
040_3_16_6.png,feu,se,enm,Deskewed,3,2,150.0%,No,0,
040_3_14_4.png,Latus,latus,enm,Deskewed,5,5,100.0%,Yes,0,
040_3_12_2.png,lch,ille,enm,Deskewed,3,4,75.0%,No,0,
040_3_34_1.png,M,gusii,enm,Deskewed,1,5,20.0%,No,0,
040_3_29_4.png,Pladtmn,placitum,enm,Deskewed,7,8,87.5%,No,0,
040_3_12_3.png,quanw,quando,enm,Deskewed,5,6,83.33%,No,0,
040_3_07_2.png,adv,ad,enm,Deskewed,3,2,150.0%,No,1,
040_3_01_4.png,chelmo,Chelmo,enm,Deskewed,6,6,100.0%,Yes,1,
040_3_25_5.png,comes,comes,enm,Deskewed,5,5,100.0%,Yes,1,
040_3_25_4.png,ls of,et,enm,Deskewed,5,2,250.0%,No,1,
040_3_05_3.png,cls,eis,enm,Deskewed,3,3,100.0%,No,1,
040_3_27_4.png,uel,vel,enm,Deskewed,3,3,100.0%,No,1,
040_3_03_4.png,racgone,racionem,enm,Deskewed,7,8,87.5%,No,1,
040_3_01_6.png,Au,qui,enm,Deskewed,2,3,66.67%,No,1,
040_3_05_6.png,per,per,enm,Deskewed,3,3,100.0%,Yes,1,
040_3_23_5.png,av,ad,enm,Deskewed,2,2,100.0%,No,1,
040_3_27_1.png,babuerit,habuerit,enm,Deskewed,8,8,100.0%,No,1,
040_3_25_3.png,ragulio,Ragusio,enm,Deskewed,7,7,100.0%,No,1,
040_3_03_1.png,niant,niant,enm,Deskewed,5,5,100.0%,Yes,1,
040_3_25_2.png,Vc,de,enm,Deskewed,2,2,100.0%,No,1,
040_3_01_3.png,I,de,enm,Deskewed,1,2,50.0%,No,1,
040_3_18_2.png,apza,supra,enm,Deskewed,4,5,80.0%,No,1,
040_3_23_4.png,babuert,habuerit,enm,Deskewed,7,8,87.5%,No,1,
040_3_05_7.png,los,illos,enm,Deskewed,3,5,60.0%,No,1,
040_3_05_5.png,fi,si,enm,Deskewed,2,2,100.0%,No,1,
040_3_21_4.png,vebes,debet,enm,Deskewed,5,5,100.0%,No,1,
040_3_01_1.png,ut,ut,enm,Deskewed,2,2,100.0%,Yes,1,
040_3_27_2.png,upea,supra,enm,Deskewed,4,5,80.0%,No,1,
040_3_03_2.png,ad,ad,enm,Deskewed,2,2,100.0%,Yes,1,
040_3_18_1.png,nem,nem,enm,Deskewed,3,3,100.0%,Yes,1,
040_3_06_1.png,rates,ratos,enm,Deskewed,5,5,100.0%,No,1,
040_3_20_2.png,hoe,hoc,enm,Deskewed,3,3,100.0%,No,1,
040_3_22_1.png,tbr,ibi,enm,Deskewed,3,3,100.0%,No,1,
040_3_04_2.png,illud,illud,enm,Deskewed,5,5,100.0%,Yes,1,
040_3_20_3.png,wvebet,debet,enm,Deskewed,6,5,120.0%,No,1,
040_3_06_2.png,wWnces,iudices,enm,Deskewed,6,7,85.71%,No,1,
040_3_22_3.png,fi,si,enm,Deskewed,2,2,100.0%,No,1,
040_3_19_5.png,WW,de,enm,Deskewed,2,2,100.0%,No,1,
040_3_04_1.png,av,ad,enm,Deskewed,2,2,100.0%,No,1,
040_3_02_3.png,JD,ad,enm,Deskewed,2,2,100.0%,No,1,
040_3_22_6.png,chelmo,Chelmo,enm,Deskewed,6,6,100.0%,Yes,1,
040_3_26_3.png,AD,ad,enm,Deskewed,2,2,100.0%,Yes,1,
040_3_02_2.png,fuerint,fuerint,enm,Deskewed,7,7,100.0%,Yes,1,
040_3_06_4.png,fient,fuerit,enm,Deskewed,5,6,83.33%,No,1,
040_3_22_5.png,Te,de,enm,Deskewed,2,2,100.0%,No,1,
040_3_19_3.png,fupa,supra,enm,Deskewed,4,5,80.0%,No,1,
040_3_19_2.png,uel,vel,enm,Deskewed,3,3,100.0%,No,1,
040_3_22_4.png,comes,comes,enm,Deskewed,5,5,100.0%,Yes,1,
040_3_02_1.png,ucan,vocati,enm,Deskewed,4,6,66.67%,No,1,
040_3_24_2.png,upea,supra,enm,Deskewed,4,5,80.0%,No,1,
040_3_13_4.png,pO,pro,enm,Deskewed,2,3,66.67%,No,1,
040_3_28_2.png,Ie,de,enm,Deskewed,2,2,100.0%,No,1,
040_3_15_2.png,ofailan,osculari,enm,Deskewed,7,8,87.5%,No,1,
040_3_33_1.png,raguiy,Ragusii,enm,Deskewed,6,7,85.71%,No,1,
040_3_31_3.png,ww,de,enm,Deskewed,2,2,100.0%,No,1,
040_3_31_2.png,comitis,comitis,enm,Deskewed,7,7,100.0%,Yes,1,
040_3_17_1.png,buent,buerit,enm,Deskewed,5,6,83.33%,No,1,
040_3_15_3.png,cum,eum,enm,Deskewed,3,3,100.0%,No,1,
040_3_28_3.png,chelmo,Chelmo,enm,Deskewed,6,6,100.0%,Yes,1,
040_3_13_5.png,quo,quo,enm,Deskewed,3,3,100.0%,Yes,1,
040_3_11_5.png,urs,viris ,enm,Deskewed,3,6,50.0%,No,1,
040_3_33_2.png,Fc,Et,enm,Deskewed,2,2,100.0%,No,1,
040_3_15_1.png,wrbee,debet,enm,Deskewed,5,5,100.0%,No,1,
040_3_08_4.png,filum,filium,enm,Deskewed,5,6,83.33%,No,1,
040_3_17_3.png,querenvum,querendum,enm,Deskewed,9,9,100.0%,No,1,
040_3_17_2.png,ad,ad,enm,Deskewed,2,2,100.0%,Yes,1,
040_3_31_1.png,tum,tum,enm,Deskewed,3,3,100.0%,Yes,1,
040_3_08_5.png,aut,aut,enm,Deskewed,3,3,100.0%,Yes,1,
040_3_33_3.png,fi,si,enm,Deskewed,2,2,100.0%,No,1,
040_3_13_6.png,Ul,iu,enm,Deskewed,2,2,100.0%,No,1,
040_3_13_2.png,pope,prope,enm,Deskewed,4,5,80.0%,No,1,
040_3_28_4.png,ip,istud,enm,Deskewed,2,5,40.0%,No,1,
040_3_33_7.png,mn,Ra,enm,Deskewed,2,2,100.0%,No,1,
040_3_15_4.png,OC,ore,enm,Deskewed,2,3,66.67%,No,1,
040_3_31_4.png,chelmo,Chelmo,enm,Deskewed,6,6,100.0%,Yes,1,
040_3_15_5.png,Ke,Et,enm,Deskewed,2,2,100.0%,No,1,
040_3_13_3.png,ulum,illum,enm,Deskewed,4,5,80.0%,No,1,
040_3_11_1.png,Unum,unum,enm,Deskewed,4,4,100.0%,Yes,1,
040_3_11_3.png,lius,suis,enm,Deskewed,4,4,100.0%,No,1,
040_3_13_1.png,thre,stare,enm,Deskewed,4,5,80.0%,No,1,
040_3_08_2.png,ADV,ad,enm,Deskewed,3,2,150.0%,No,1,
040_3_17_4.png,ratio,racio,enm,Deskewed,5,5,100.0%,No,1,
040_3_08_3.png,aus,eius,enm,Deskewed,3,4,75.0%,No,1,
040_3_11_2.png,Ve,de,enm,Deskewed,2,2,100.0%,No,1,
040_3_14_1.png,rarc,rare,enm,Deskewed,4,4,100.0%,No,1,
040_3_34_4.png,I,de,enm,Deskewed,1,2,50.0%,No,1,
040_3_29_1.png,bet,bet,enm,Deskewed,3,3,100.0%,Yes,1,
040_3_10_5.png,fagat,faciat,enm,Deskewed,5,6,83.33%,No,1,
040_3_34_5.png,chelmo,Chelmo,enm,Deskewed,6,6,100.0%,Yes,1,
040_3_09_5.png,Wpcaatum,iudicatum,enm,Deskewed,8,9,88.89%,No,1,
040_3_32_3.png,comins,comitis,enm,Deskewed,6,7,85.71%,No,1,
040_3_16_2.png,comes,comes,enm,Deskewed,5,5,100.0%,Yes,1,
040_3_05_8.png,a,iu,enm,Deskewed,1,2,50.0%,No,1,
040_3_30_1.png,plaacetur,placitetur,enm,Deskewed,9,10,90.0%,No,1,
040_3_30_3.png,fir,sit,enm,Deskewed,3,3,100.0%,No,1,
040_3_14_2.png,OY,debet,enm,Deskewed,2,5,40.0%,No,1,
040_3_32_1.png,vebet,debet,enm,Deskewed,5,5,100.0%,No,1,
040_3_12_4.png,wrat,iurat,enm,Deskewed,4,5,80.0%,No,1,
040_3_10_6.png,uwrare,iurare,enm,Deskewed,6,6,100.0%,No,1,
040_3_12_5.png,webert,debet,enm,Deskewed,6,5,120.0%,No,1,
040_3_14_3.png,ad,ad,enm,Deskewed,2,2,100.0%,Yes,1,
040_3_30_2.png,Ec,Et,enm,Deskewed,2,2,100.0%,No,1,
040_3_16_1.png,fi,si,enm,Deskewed,2,2,100.0%,No,1,
040_3_16_5.png,per,per,enm,Deskewed,3,3,100.0%,Yes,1,
040_3_09_2.png,fit,sit,enm,Deskewed,3,3,100.0%,No,1,
040_3_10_2.png,ut,ut,enm,Deskewed,2,2,100.0%,Yes,1,
040_3_29_6.png,ibt,ibi,enm,Deskewed,3,3,100.0%,No,1,
040_3_34_3.png,comes,comes,enm,Deskewed,5,5,100.0%,Yes,1,
040_3_32_5.png,communis,Comunis,enm,Deskewed,8,7,114.29%,No,1,
040_3_14_6.png,ct,et,enm,Deskewed,2,2,100.0%,No,1,
040_3_16_4.png,chelmo,Chelmo,enm,Deskewed,6,6,100.0%,Yes,1,
040_3_30_5.png,plaa,placi,enm,Deskewed,4,5,80.0%,No,1,
040_3_16_6.png,id,se,enm,Deskewed,2,2,100.0%,No,1,
040_3_14_4.png,latus,latus,enm,Deskewed,5,5,100.0%,Yes,1,
040_3_12_2.png,le,ille,enm,Deskewed,2,4,50.0%,No,1,
040_3_34_1.png,guly,gusii,enm,Deskewed,4,5,80.0%,No,1,
040_3_29_4.png,plaatum,placitum,enm,Deskewed,7,8,87.5%,No,1,
040_3_12_3.png,quantw,quando,enm,Deskewed,6,6,100.0%,No,1,
040_3_07_2.png,adD,ad,enm,Deskewed,3,2,150.0%,No,2,
040_3_01_4.png,chelmo,Chelmo,enm,Deskewed,6,6,100.0%,Yes,2,
040_3_25_5.png,comes,comes,enm,Deskewed,5,5,100.0%,Yes,2,
040_3_25_4.png,s o,et,enm,Deskewed,3,2,150.0%,No,2,
040_3_05_3.png,cls,eis,enm,Deskewed,3,3,100.0%,No,2,
040_3_27_4.png,uel,vel,enm,Deskewed,3,3,100.0%,No,2,
040_3_03_4.png,racgone,racionem,enm,Deskewed,7,8,87.5%,No,2,
040_3_01_6.png,qAu,qui,enm,Deskewed,3,3,100.0%,No,2,
040_3_05_6.png,per,per,enm,Deskewed,3,3,100.0%,Yes,2,
040_3_23_5.png,avp,ad,enm,Deskewed,3,2,150.0%,No,2,
040_3_27_1.png,babuerit,habuerit,enm,Deskewed,8,8,100.0%,No,2,
040_3_25_3.png,ragulio,Ragusio,enm,Deskewed,7,7,100.0%,No,2,
040_3_03_1.png,niant,niant,enm,Deskewed,5,5,100.0%,Yes,2,
040_3_25_2.png,Vc,de,enm,Deskewed,2,2,100.0%,No,2,
040_3_01_3.png,I,de,enm,Deskewed,1,2,50.0%,No,2,
040_3_18_2.png,TZIPZJ,supra,enm,Deskewed,6,5,120.0%,No,2,
040_3_23_4.png,babuert,habuerit,enm,Deskewed,7,8,87.5%,No,2,
040_3_05_7.png,illos,illos,enm,Deskewed,5,5,100.0%,Yes,2,
040_3_05_5.png,fi,si,enm,Deskewed,2,2,100.0%,No,2,
040_3_21_4.png,vebes,debet,enm,Deskewed,5,5,100.0%,No,2,
040_3_01_1.png,ut,ut,enm,Deskewed,2,2,100.0%,Yes,2,
040_3_27_2.png,upea,supra,enm,Deskewed,4,5,80.0%,No,2,
040_3_03_2.png,ad,ad,enm,Deskewed,2,2,100.0%,Yes,2,
040_3_18_1.png,nem,nem,enm,Deskewed,3,3,100.0%,Yes,2,
040_3_06_1.png,rates,ratos,enm,Deskewed,5,5,100.0%,No,2,
040_3_20_2.png,hoce,hoc,enm,Deskewed,4,3,133.33%,No,2,
040_3_22_1.png,ibr,ibi,enm,Deskewed,3,3,100.0%,No,2,
040_3_04_2.png,illud,illud,enm,Deskewed,5,5,100.0%,Yes,2,
040_3_20_3.png,wvebet,debet,enm,Deskewed,6,5,120.0%,No,2,
040_3_06_2.png,wWnces,iudices,enm,Deskewed,6,7,85.71%,No,2,
040_3_22_3.png,fi,si,enm,Deskewed,2,2,100.0%,No,2,
040_3_19_5.png,W,de,enm,Deskewed,1,2,50.0%,No,2,
040_3_04_1.png,av,ad,enm,Deskewed,2,2,100.0%,No,2,
040_3_02_3.png,JD,ad,enm,Deskewed,2,2,100.0%,No,2,
040_3_22_6.png,chelmo,Chelmo,enm,Deskewed,6,6,100.0%,Yes,2,
040_3_26_3.png,D,ad,enm,Deskewed,1,2,50.0%,No,2,
040_3_02_2.png,fuerint,fuerint,enm,Deskewed,7,7,100.0%,Yes,2,
040_3_06_4.png,fient,fuerit,enm,Deskewed,5,6,83.33%,No,2,
040_3_22_5.png,Te,de,enm,Deskewed,2,2,100.0%,No,2,
040_3_19_3.png,fupa,supra,enm,Deskewed,4,5,80.0%,No,2,
040_3_19_2.png,uel,vel,enm,Deskewed,3,3,100.0%,No,2,
040_3_22_4.png,comes,comes,enm,Deskewed,5,5,100.0%,Yes,2,
040_3_02_1.png,ucan,vocati,enm,Deskewed,4,6,66.67%,No,2,
040_3_24_2.png,upea,supra,enm,Deskewed,4,5,80.0%,No,2,
040_3_13_4.png,pzo,pro,enm,Deskewed,3,3,100.0%,No,2,
040_3_28_2.png,Ie,de,enm,Deskewed,2,2,100.0%,No,2,
040_3_15_2.png,ofailan,osculari,enm,Deskewed,7,8,87.5%,No,2,
040_3_33_1.png,raguiy,Ragusii,enm,Deskewed,6,7,85.71%,No,2,
040_3_31_3.png,w,de,enm,Deskewed,1,2,50.0%,No,2,
040_3_31_2.png,comitis,comitis,enm,Deskewed,7,7,100.0%,Yes,2,
040_3_17_1.png,buent,buerit,enm,Deskewed,5,6,83.33%,No,2,
040_3_15_3.png,cum,eum,enm,Deskewed,3,3,100.0%,No,2,
040_3_28_3.png,chelmo,Chelmo,enm,Deskewed,6,6,100.0%,Yes,2,
040_3_13_5.png,quo,quo,enm,Deskewed,3,3,100.0%,Yes,2,
040_3_11_5.png,unrs,viris ,enm,Deskewed,4,6,66.67%,No,2,
040_3_33_2.png,Fc,Et,enm,Deskewed,2,2,100.0%,No,2,
040_3_15_1.png,wrbee,debet,enm,Deskewed,5,5,100.0%,No,2,
040_3_08_4.png,filum,filium,enm,Deskewed,5,6,83.33%,No,2,
040_3_17_3.png,querenvum,querendum,enm,Deskewed,9,9,100.0%,No,2,
040_3_17_2.png,ad,ad,enm,Deskewed,2,2,100.0%,Yes,2,
040_3_31_1.png,tum,tum,enm,Deskewed,3,3,100.0%,Yes,2,
040_3_08_5.png,aut,aut,enm,Deskewed,3,3,100.0%,Yes,2,
040_3_33_3.png,fi,si,enm,Deskewed,2,2,100.0%,No,2,
040_3_13_6.png,U,iu,enm,Deskewed,1,2,50.0%,No,2,
040_3_13_2.png,pope,prope,enm,Deskewed,4,5,80.0%,No,2,
040_3_28_4.png,iup,istud,enm,Deskewed,3,5,60.0%,No,2,
040_3_33_7.png,mn,Ra,enm,Deskewed,2,2,100.0%,No,2,
040_3_15_4.png,OC,ore,enm,Deskewed,2,3,66.67%,No,2,
040_3_31_4.png,chelmo,Chelmo,enm,Deskewed,6,6,100.0%,Yes,2,
040_3_15_5.png,jKe,Et,enm,Deskewed,3,2,150.0%,No,2,
040_3_13_3.png,ulum,illum,enm,Deskewed,4,5,80.0%,No,2,
040_3_11_1.png,Unum,unum,enm,Deskewed,4,4,100.0%,Yes,2,
040_3_11_3.png,lius,suis,enm,Deskewed,4,4,100.0%,No,2,
040_3_13_1.png,fhre,stare,enm,Deskewed,4,5,80.0%,No,2,
040_3_08_2.png,D,ad,enm,Deskewed,1,2,50.0%,No,2,
040_3_17_4.png,racio,racio,enm,Deskewed,5,5,100.0%,Yes,2,
040_3_08_3.png,aus,eius,enm,Deskewed,3,4,75.0%,No,2,
040_3_11_2.png,Ve,de,enm,Deskewed,2,2,100.0%,No,2,
040_3_14_1.png,rarc,rare,enm,Deskewed,4,4,100.0%,No,2,
040_3_34_4.png,IW,de,enm,Deskewed,2,2,100.0%,No,2,
040_3_29_1.png,bet,bet,enm,Deskewed,3,3,100.0%,Yes,2,
040_3_10_5.png,fagat,faciat,enm,Deskewed,5,6,83.33%,No,2,
040_3_34_5.png,chelmo,Chelmo,enm,Deskewed,6,6,100.0%,Yes,2,
040_3_09_5.png,Wpcaatum,iudicatum,enm,Deskewed,8,9,88.89%,No,2,
040_3_32_3.png,comins,comitis,enm,Deskewed,6,7,85.71%,No,2,
040_3_16_2.png,comes,comes,enm,Deskewed,5,5,100.0%,Yes,2,
040_3_05_8.png,a,iu,enm,Deskewed,1,2,50.0%,No,2,
040_3_30_1.png,plaatuur,placitetur,enm,Deskewed,8,10,80.0%,No,2,
040_3_30_3.png,fir,sit,enm,Deskewed,3,3,100.0%,No,2,
040_3_14_2.png,Y,debet,enm,Deskewed,1,5,20.0%,No,2,
040_3_32_1.png,vebet,debet,enm,Deskewed,5,5,100.0%,No,2,
040_3_12_4.png,wrat,iurat,enm,Deskewed,4,5,80.0%,No,2,
040_3_10_6.png,uwrare,iurare,enm,Deskewed,6,6,100.0%,No,2,
040_3_12_5.png,webert,debet,enm,Deskewed,6,5,120.0%,No,2,
040_3_14_3.png,ad,ad,enm,Deskewed,2,2,100.0%,Yes,2,
040_3_30_2.png,Ec,Et,enm,Deskewed,2,2,100.0%,No,2,
040_3_16_1.png,fi,si,enm,Deskewed,2,2,100.0%,No,2,
040_3_16_5.png,per,per,enm,Deskewed,3,3,100.0%,Yes,2,
040_3_09_2.png,fit,sit,enm,Deskewed,3,3,100.0%,No,2,
040_3_10_2.png,ut,ut,enm,Deskewed,2,2,100.0%,Yes,2,
040_3_29_6.png,ibt,ibi,enm,Deskewed,3,3,100.0%,No,2,
040_3_34_3.png,comes,comes,enm,Deskewed,5,5,100.0%,Yes,2,
040_3_32_5.png,coOmUuNis,Comunis,enm,Deskewed,9,7,128.57%,No,2,
040_3_14_6.png,ct,et,enm,Deskewed,2,2,100.0%,No,2,
040_3_16_4.png,chelmo,Chelmo,enm,Deskewed,6,6,100.0%,Yes,2,
040_3_30_5.png,plaa,placi,enm,Deskewed,4,5,80.0%,No,2,
040_3_16_6.png,d,se,enm,Deskewed,1,2,50.0%,No,2,
040_3_14_4.png,latus,latus,enm,Deskewed,5,5,100.0%,Yes,2,
040_3_12_2.png,le,ille,enm,Deskewed,2,4,50.0%,No,2,
040_3_34_1.png,guly,gusii,enm,Deskewed,4,5,80.0%,No,2,
040_3_29_4.png,Pladtum,placitum,enm,Deskewed,7,8,87.5%,No,2,
040_3_12_3.png,quantw,quando,enm,Deskewed,6,6,100.0%,No,2,
040_3_07_2.png,adD,ad,enm,Deskewed,3,2,150.0%,No,3,
040_3_01_4.png,chelmo,Chelmo,enm,Deskewed,6,6,100.0%,Yes,3,
040_3_25_5.png,comes,comes,enm,Deskewed,5,5,100.0%,Yes,3,
040_3_25_4.png,s o,et,enm,Deskewed,3,2,150.0%,No,3,
040_3_05_3.png,cls,eis,enm,Deskewed,3,3,100.0%,No,3,
040_3_27_4.png,uel,vel,enm,Deskewed,3,3,100.0%,No,3,
040_3_03_4.png,racgone,racionem,enm,Deskewed,7,8,87.5%,No,3,
040_3_01_6.png,qAu,qui,enm,Deskewed,3,3,100.0%,No,3,
