Image name,Translated text,Ground truth,Translation language,Image preprocessing,Text_TT,Text_GT,diff_TT/GT,match,similarity
040_3_25_4.png,e,et,ita,Threshold,1,2,50.0%,No,
040_3_25_4.png,et,et,ita,Deskewed,2,2,100.0%,Yes,
040_3_25_4.png,et,et,ita_old,Original_grayscale,2,2,100.0%,Yes,
040_3_25_4.png,et,et,ita_old,Threshold,2,2,100.0%,Yes,
040_3_25_4.png,et,et,ita_old,Deskewed,2,2,100.0%,Yes,
040_3_25_4.png,ct,et,lat,Original_grayscale,2,2,100.0%,No,
040_3_25_4.png,et,et,lat,Threshold,2,2,100.0%,Yes,
040_3_25_4.png,et,et,lat,Deskewed,2,2,100.0%,Yes,
040_3_05_3.png,eis,eis,eng,Original_grayscale,3,3,100.0%,Yes,
040_3_05_3.png,eis,eis,eng,Threshold,3,3,100.0%,Yes,
040_3_05_3.png,Cis,eis,eng,Deskewed,3,3,100.0%,No,
040_3_05_3.png,cis,eis,enm,Original_grayscale,3,3,100.0%,No,
040_3_05_3.png,els,eis,enm,Threshold,3,3,100.0%,No,
040_3_05_3.png,cls,eis,enm,Deskewed,3,3,100.0%,No,
040_3_05_3.png,eIs,eis,ita,Original_grayscale,3,3,100.0%,Yes,
040_3_05_3.png,eIs,eis,ita,Threshold,3,3,100.0%,Yes,
040_3_05_3.png,eI,eis,ita,Deskewed,2,3,66.67%,No,
040_3_05_3.png,cis,eis,ita_old,Original_grayscale,3,3,100.0%,No,
040_3_05_3.png,eis,eis,ita_old,Threshold,3,3,100.0%,Yes,
040_3_05_3.png,Cis,eis,ita_old,Deskewed,3,3,100.0%,No,
040_3_05_3.png,ci,eis,lat,Original_grayscale,2,3,66.67%,No,
040_3_05_3.png,ei,eis,lat,Threshold,2,3,66.67%,No,
040_3_05_3.png,eis,eis,lat,Deskewed,3,3,100.0%,Yes,
040_3_27_4.png,uel,vel,eng,Original_grayscale,3,3,100.0%,No,
040_3_27_4.png,uel,vel,eng,Threshold,3,3,100.0%,No,
040_3_27_4.png,uel,vel,eng,Deskewed,3,3,100.0%,No,
040_3_27_4.png,uel,vel,enm,Original_grayscale,3,3,100.0%,No,
040_3_27_4.png,uel,vel,enm,Threshold,3,3,100.0%,No,
040_3_27_4.png,uel,vel,enm,Deskewed,3,3,100.0%,No,
040_3_27_4.png,uel,vel,ita,Original_grayscale,3,3,100.0%,No,
040_3_27_4.png,uel,vel,ita,Threshold,3,3,100.0%,No,
040_3_27_4.png,uel,vel,ita,Deskewed,3,3,100.0%,No,
040_3_27_4.png,uel,vel,ita_old,Original_grayscale,3,3,100.0%,No,
040_3_27_4.png,uel,vel,ita_old,Threshold,3,3,100.0%,No,
040_3_27_4.png,ucl,vel,ita_old,Deskewed,3,3,100.0%,No,
040_3_27_4.png,ucl,vel,lat,Original_grayscale,3,3,100.0%,No,
040_3_27_4.png,uc,vel,lat,Threshold,2,3,66.67%,No,
040_3_27_4.png,ucl,vel,lat,Deskewed,3,3,100.0%,No,
040_3_03_4.png,ragoney,racionem,eng,Original_grayscale,7,8,87.5%,No,
040_3_03_4.png,ratoney,racionem,eng,Threshold,7,8,87.5%,No,
040_3_03_4.png,rationes,racionem,eng,Deskewed,8,8,100.0%,No,
040_3_03_4.png,ragone,racionem,enm,Original_grayscale,6,8,75.0%,No,
040_3_03_4.png,ragone,racionem,enm,Threshold,6,8,75.0%,No,
040_3_03_4.png,racgone,racionem,enm,Deskewed,7,8,87.5%,No,
040_3_03_4.png,ratoNnez,racionem,ita,Original_grayscale,8,8,100.0%,No,
040_3_03_4.png,ratoney,racionem,ita,Threshold,7,8,87.5%,No,
040_3_03_4.png,rAON,racionem,ita,Deskewed,4,8,50.0%,No,
040_3_03_4.png,rationcz,racionem,ita_old,Original_grayscale,8,8,100.0%,No,
040_3_03_4.png,rationer,racionem,ita_old,Threshold,8,8,100.0%,No,
040_3_03_4.png,rationc,racionem,ita_old,Deskewed,7,8,87.5%,No,
040_3_03_4.png,rationez,racionem,lat,Original_grayscale,8,8,100.0%,No,
040_3_03_4.png,rationez,racionem,lat,Threshold,8,8,100.0%,No,
040_3_03_4.png,rationc,racionem,lat,Deskewed,7,8,87.5%,No,
040_3_01_6.png,qum z,qui,eng,Original_grayscale,5,3,166.67%,No,
040_3_01_6.png,qum z,qui,eng,Threshold,5,3,166.67%,No,
040_3_01_6.png,qu,qui,eng,Deskewed,2,3,66.67%,No,
040_3_01_6.png,fqm,qui,enm,Original_grayscale,3,3,100.0%,No,
040_3_01_6.png,fqm,qui,enm,Threshold,3,3,100.0%,No,
040_3_01_6.png,qAu,qui,enm,Deskewed,3,3,100.0%,No,
040_3_01_6.png,qutu f,qui,ita,Original_grayscale,6,3,200.0%,No,
040_3_01_6.png,qutu f,qui,ita,Threshold,6,3,200.0%,No,
040_3_01_6.png,u,qui,ita,Deskewed,1,3,33.33%,No,
040_3_01_6.png,fqm,qui,ita_old,Original_grayscale,3,3,100.0%,No,
040_3_01_6.png,fqm,qui,ita_old,Threshold,3,3,100.0%,No,
040_3_01_6.png,Qu,qui,ita_old,Deskewed,2,3,66.67%,No,
040_3_01_6.png,fqtu j,qui,lat,Original_grayscale,6,3,200.0%,No,
040_3_01_6.png,fqtu f,qui,lat,Threshold,6,3,200.0%,No,
040_3_01_6.png,Qu,qui,lat,Deskewed,2,3,66.67%,No,
040_3_05_6.png,per,per,eng,Original_grayscale,3,3,100.0%,Yes,
040_3_05_6.png,per,per,eng,Threshold,3,3,100.0%,Yes,
040_3_05_6.png,per,per,eng,Deskewed,3,3,100.0%,Yes,
040_3_05_6.png,per,per,enm,Original_grayscale,3,3,100.0%,Yes,
040_3_05_6.png,pr,per,enm,Threshold,2,3,66.67%,No,
040_3_05_6.png,per,per,enm,Deskewed,3,3,100.0%,Yes,
040_3_05_6.png,per,per,ita,Original_grayscale,3,3,100.0%,Yes,
040_3_05_6.png,per,per,ita,Threshold,3,3,100.0%,Yes,
040_3_05_6.png,per,per,ita,Deskewed,3,3,100.0%,Yes,
040_3_05_6.png,per,per,ita_old,Original_grayscale,3,3,100.0%,Yes,
040_3_05_6.png,per,per,ita_old,Threshold,3,3,100.0%,Yes,
040_3_05_6.png,per,per,ita_old,Deskewed,3,3,100.0%,Yes,
040_3_05_6.png,r,per,lat,Original_grayscale,1,3,33.33%,No,
040_3_05_6.png,r,per,lat,Threshold,1,3,33.33%,No,
040_3_05_6.png,fxr,per,lat,Deskewed,3,3,100.0%,No,
040_3_23_5.png,av,ad,eng,Original_grayscale,2,2,100.0%,No,
040_3_23_5.png,av,ad,eng,Threshold,2,2,100.0%,No,
040_3_23_5.png,a,ad,eng,Deskewed,1,2,50.0%,No,
040_3_23_5.png,avp,ad,enm,Original_grayscale,3,2,150.0%,No,
040_3_23_5.png,avp,ad,enm,Threshold,3,2,150.0%,No,
040_3_23_5.png,avp,ad,enm,Deskewed,3,2,150.0%,No,
040_3_23_5.png,av,ad,ita,Original_grayscale,2,2,100.0%,No,
040_3_23_5.png,av,ad,ita,Threshold,2,2,100.0%,No,
040_3_23_5.png,av,ad,ita,Deskewed,2,2,100.0%,No,
040_3_23_5.png,av,ad,ita_old,Original_grayscale,2,2,100.0%,No,
040_3_23_5.png,av,ad,ita_old,Threshold,2,2,100.0%,No,
040_3_23_5.png,dV,ad,ita_old,Deskewed,2,2,100.0%,No,
040_3_23_5.png,E,ad,lat,Original_grayscale,1,2,50.0%,No,
040_3_23_5.png,o,ad,lat,Threshold,1,2,50.0%,No,
040_3_23_5.png,J,ad,lat,Deskewed,1,2,50.0%,No,
040_3_27_1.png,babuerit,habuerit,eng,Original_grayscale,8,8,100.0%,No,
040_3_27_1.png,babuerit,habuerit,eng,Threshold,8,8,100.0%,No,
040_3_27_1.png,babuerit,habuerit,eng,Deskewed,8,8,100.0%,No,
040_3_27_1.png,habueric,habuerit,enm,Original_grayscale,8,8,100.0%,No,
040_3_27_1.png,habueric,habuerit,enm,Threshold,8,8,100.0%,No,
040_3_27_1.png,babuerit,habuerit,enm,Deskewed,8,8,100.0%,No,
040_3_27_1.png,babuerit,habuerit,ita,Original_grayscale,8,8,100.0%,No,
040_3_27_1.png,babuerit,habuerit,ita,Threshold,8,8,100.0%,No,
040_3_27_1.png,babuerit,habuerit,ita,Deskewed,8,8,100.0%,No,
040_3_27_1.png,habuerit,habuerit,ita_old,Original_grayscale,8,8,100.0%,Yes,
040_3_27_1.png,habuerit,habuerit,ita_old,Threshold,8,8,100.0%,Yes,
040_3_27_1.png,habuerit,habuerit,ita_old,Deskewed,8,8,100.0%,Yes,
040_3_27_1.png,babuerit,habuerit,lat,Original_grayscale,8,8,100.0%,No,
040_3_27_1.png,babuerit,habuerit,lat,Threshold,8,8,100.0%,No,
040_3_27_1.png,babuerit,habuerit,lat,Deskewed,8,8,100.0%,No,
040_3_25_3.png,ragufio,Ragusio,eng,Original_grayscale,7,7,100.0%,No,
040_3_25_3.png,ragufio,Ragusio,eng,Threshold,7,7,100.0%,No,
040_3_25_3.png,ragufio,Ragusio,eng,Deskewed,7,7,100.0%,No,
040_3_25_3.png,ragulio,Ragusio,enm,Original_grayscale,7,7,100.0%,No,
040_3_25_3.png,ragulio,Ragusio,enm,Threshold,7,7,100.0%,No,
040_3_25_3.png,ragulio,Ragusio,enm,Deskewed,7,7,100.0%,No,
040_3_25_3.png,ragufio,Ragusio,ita,Original_grayscale,7,7,100.0%,No,
040_3_25_3.png,ragufio,Ragusio,ita,Threshold,7,7,100.0%,No,
040_3_25_3.png,ragufio,Ragusio,ita,Deskewed,7,7,100.0%,No,
040_3_25_3.png,ragulio,Ragusio,ita_old,Original_grayscale,7,7,100.0%,No,
040_3_25_3.png,ragulio,Ragusio,ita_old,Threshold,7,7,100.0%,No,
040_3_25_3.png,ragulio,Ragusio,ita_old,Deskewed,7,7,100.0%,No,
040_3_25_3.png,ragufio,Ragusio,lat,Original_grayscale,7,7,100.0%,No,
040_3_25_3.png,ragufio,Ragusio,lat,Threshold,7,7,100.0%,No,
040_3_25_3.png,ragufio,Ragusio,lat,Deskewed,7,7,100.0%,No,
040_3_03_1.png,niant,niant,eng,Original_grayscale,5,5,100.0%,Yes,
040_3_03_1.png,nant,niant,eng,Threshold,4,5,80.0%,No,
040_3_03_1.png,niant,niant,eng,Deskewed,5,5,100.0%,Yes,
040_3_03_1.png,niant,niant,enm,Original_grayscale,5,5,100.0%,Yes,
040_3_03_1.png,niant,niant,enm,Threshold,5,5,100.0%,Yes,
040_3_03_1.png,niant,niant,enm,Deskewed,5,5,100.0%,Yes,
040_3_03_1.png,nmiant,niant,ita,Original_grayscale,6,5,120.0%,No,
040_3_03_1.png,niant,niant,ita,Threshold,5,5,100.0%,Yes,
040_3_03_1.png,niant,niant,ita,Deskewed,5,5,100.0%,Yes,
040_3_03_1.png,mant,niant,ita_old,Original_grayscale,4,5,80.0%,No,
040_3_03_1.png,mant,niant,ita_old,Threshold,4,5,80.0%,No,
040_3_03_1.png,niant,niant,ita_old,Deskewed,5,5,100.0%,Yes,
040_3_03_1.png,Qiant,niant,lat,Original_grayscale,5,5,100.0%,No,
040_3_03_1.png,Qant,niant,lat,Threshold,4,5,80.0%,No,
040_3_03_1.png,niant,niant,lat,Deskewed,5,5,100.0%,Yes,
040_3_25_2.png,w,de,eng,Original_grayscale,1,2,50.0%,No,
040_3_25_2.png,w,de,eng,Threshold,1,2,50.0%,No,
040_3_25_2.png,o,de,eng,Deskewed,1,2,50.0%,No,
040_3_25_2.png,w,de,enm,Original_grayscale,1,2,50.0%,No,
040_3_25_2.png,w,de,enm,Threshold,1,2,50.0%,No,
040_3_25_2.png,Vc,de,enm,Deskewed,2,2,100.0%,No,
040_3_25_2.png,w,de,ita,Original_grayscale,1,2,50.0%,No,
040_3_25_2.png,w,de,ita,Threshold,1,2,50.0%,No,
040_3_25_2.png,e,de,ita,Deskewed,1,2,50.0%,No,
040_3_25_2.png,w,de,ita_old,Original_grayscale,1,2,50.0%,No,
040_3_25_2.png,w,de,ita_old,Threshold,1,2,50.0%,No,
040_3_25_2.png,P,de,ita_old,Deskewed,1,2,50.0%,No,
040_3_25_2.png,w w,de,lat,Original_grayscale,3,2,150.0%,No,
040_3_25_2.png,w w,de,lat,Threshold,3,2,150.0%,No,
040_3_25_2.png,vc,de,lat,Deskewed,2,2,100.0%,No,
040_3_01_3.png,N,de,eng,Original_grayscale,1,2,50.0%,No,
040_3_01_3.png,K,de,eng,Threshold,1,2,50.0%,No,
040_3_01_3.png,e,de,eng,Deskewed,1,2,50.0%,No,
040_3_01_3.png,In,de,enm,Original_grayscale,2,2,100.0%,No,
040_3_01_3.png,Ie,de,enm,Threshold,2,2,100.0%,No,
040_3_01_3.png,I,de,enm,Deskewed,1,2,50.0%,No,
040_3_01_3.png,Ww,de,ita,Original_grayscale,2,2,100.0%,No,
040_3_01_3.png,w,de,ita,Threshold,1,2,50.0%,No,
040_3_01_3.png,w,de,ita,Deskewed,1,2,50.0%,No,
040_3_01_3.png,V,de,ita_old,Original_grayscale,1,2,50.0%,No,
040_3_01_3.png,w,de,ita_old,Threshold,1,2,50.0%,No,
040_3_01_3.png,w,de,ita_old,Deskewed,1,2,50.0%,No,
040_3_01_3.png,xX,de,lat,Original_grayscale,2,2,100.0%,No,
040_3_01_3.png,xX,de,lat,Threshold,2,2,100.0%,No,
040_3_01_3.png,oX,de,lat,Deskewed,2,2,100.0%,No,
040_3_18_2.png,f iixpza,supra,eng,Original_grayscale,8,5,160.0%,No,
040_3_18_2.png,f iixpza,supra,eng,Threshold,8,5,160.0%,No,
040_3_18_2.png,Ifigpza,supra,eng,Deskewed,7,5,140.0%,No,
040_3_18_2.png,l iizpza,supra,enm,Original_grayscale,8,5,160.0%,No,
040_3_18_2.png,l iizpza,supra,enm,Threshold,8,5,160.0%,No,
040_3_18_2.png,TZIPZJ,supra,enm,Deskewed,6,5,120.0%,No,
040_3_18_2.png,l lhpza,supra,ita,Original_grayscale,7,5,140.0%,No,
040_3_18_2.png,l lhpza,supra,ita,Threshold,7,5,140.0%,No,
040_3_18_2.png,alPZd,supra,ita,Deskewed,5,5,100.0%,No,
040_3_18_2.png,j Mpza,supra,ita_old,Original_grayscale,6,5,120.0%,No,
040_3_18_2.png,l Mpza,supra,ita_old,Threshold,6,5,120.0%,No,
040_3_18_2.png,TZIPZJ,supra,ita_old,Deskewed,6,5,120.0%,No,
040_3_18_2.png,J iixpza,supra,lat,Original_grayscale,8,5,160.0%,No,
040_3_18_2.png,l iixpza,supra,lat,Threshold,8,5,160.0%,No,
040_3_18_2.png,Ifixpza,supra,lat,Deskewed,7,5,140.0%,No,
040_3_23_4.png,babugerit,habuerit,eng,Original_grayscale,9,8,112.5%,No,
040_3_23_4.png,babuerit,habuerit,eng,Threshold,8,8,100.0%,No,
040_3_23_4.png,babuent,habuerit,eng,Deskewed,7,8,87.5%,No,
040_3_23_4.png,babuerc,habuerit,enm,Original_grayscale,7,8,87.5%,No,
040_3_23_4.png,babuer,habuerit,enm,Threshold,6,8,75.0%,No,
040_3_23_4.png,babuert,habuerit,enm,Deskewed,7,8,87.5%,No,
040_3_23_4.png,babuerit,habuerit,ita,Original_grayscale,8,8,100.0%,No,
040_3_23_4.png,babuerit,habuerit,ita,Threshold,8,8,100.0%,No,
040_3_23_4.png,babuent,habuerit,ita,Deskewed,7,8,87.5%,No,
040_3_23_4.png,hbabuent,habuerit,ita_old,Original_grayscale,8,8,100.0%,No,
040_3_23_4.png,habuent,habuerit,ita_old,Threshold,7,8,87.5%,No,
040_3_23_4.png,babuent,habuerit,ita_old,Deskewed,7,8,87.5%,No,
040_3_23_4.png,babuerit,habuerit,lat,Original_grayscale,8,8,100.0%,No,
040_3_23_4.png,babuerit,habuerit,lat,Threshold,8,8,100.0%,No,
040_3_23_4.png,babuent,habuerit,lat,Deskewed,7,8,87.5%,No,
040_3_05_7.png,los,illos,eng,Original_grayscale,3,5,60.0%,No,
040_3_05_7.png,os,illos,eng,Threshold,2,5,40.0%,No,
040_3_05_7.png,los,illos,eng,Deskewed,3,5,60.0%,No,
040_3_05_7.png,Wos,illos,enm,Original_grayscale,3,5,60.0%,No,
040_3_05_7.png,Wos,illos,enm,Threshold,3,5,60.0%,No,
040_3_05_7.png,illos,illos,enm,Deskewed,5,5,100.0%,Yes,
040_3_05_7.png,ullos,illos,ita,Original_grayscale,5,5,100.0%,No,
040_3_05_7.png,ullos,illos,ita,Threshold,5,5,100.0%,No,
040_3_05_7.png,uUlos,illos,ita,Deskewed,5,5,100.0%,No,
040_3_05_7.png,ulos,illos,ita_old,Original_grayscale,4,5,80.0%,No,
040_3_05_7.png,uLos,illos,ita_old,Threshold,4,5,80.0%,No,
040_3_05_7.png,uLos,illos,ita_old,Deskewed,4,5,80.0%,No,
040_3_05_7.png,ulos,illos,lat,Original_grayscale,4,5,80.0%,No,
040_3_05_7.png,ulos,illos,lat,Threshold,4,5,80.0%,No,
040_3_05_7.png,ulo,illos,lat,Deskewed,3,5,60.0%,No,
040_3_05_5.png,fi,si,eng,Original_grayscale,2,2,100.0%,No,
040_3_05_5.png,i,si,eng,Threshold,1,2,50.0%,No,
040_3_05_5.png,fi,si,eng,Deskewed,2,2,100.0%,No,
040_3_05_5.png,fi,si,enm,Original_grayscale,2,2,100.0%,No,
040_3_05_5.png,fi,si,enm,Threshold,2,2,100.0%,No,
040_3_05_5.png,fi,si,enm,Deskewed,2,2,100.0%,No,
040_3_05_5.png,fi,si,ita,Original_grayscale,2,2,100.0%,No,
040_3_05_5.png,fi,si,ita,Threshold,2,2,100.0%,No,
040_3_05_5.png,fi,si,ita,Deskewed,2,2,100.0%,No,
040_3_05_5.png,fi,si,ita_old,Original_grayscale,2,2,100.0%,No,
040_3_05_5.png,fi,si,ita_old,Threshold,2,2,100.0%,No,
040_3_05_5.png,li,si,ita_old,Deskewed,2,2,100.0%,No,
040_3_05_5.png,fi,si,lat,Original_grayscale,2,2,100.0%,No,
040_3_05_5.png,fi,si,lat,Threshold,2,2,100.0%,No,
040_3_05_5.png,fi,si,lat,Deskewed,2,2,100.0%,No,
040_3_21_4.png,vebet,debet,eng,Original_grayscale,5,5,100.0%,No,
040_3_21_4.png,bt,debet,eng,Threshold,2,5,40.0%,No,
040_3_21_4.png,webet,debet,eng,Deskewed,5,5,100.0%,No,
040_3_21_4.png,vebes,debet,enm,Original_grayscale,5,5,100.0%,No,
040_3_21_4.png,vebes,debet,enm,Threshold,5,5,100.0%,No,
040_3_21_4.png,vebes,debet,enm,Deskewed,5,5,100.0%,No,
040_3_21_4.png,vebec,debet,ita,Original_grayscale,5,5,100.0%,No,
040_3_21_4.png,vebeo,debet,ita,Threshold,5,5,100.0%,No,
040_3_21_4.png,vebeec,debet,ita,Deskewed,6,5,120.0%,No,
040_3_21_4.png,vebec,debet,ita_old,Original_grayscale,5,5,100.0%,No,
040_3_21_4.png,veber,debet,ita_old,Threshold,5,5,100.0%,No,
040_3_21_4.png,veber,debet,ita_old,Deskewed,5,5,100.0%,No,
040_3_21_4.png,wlixt,debet,lat,Original_grayscale,5,5,100.0%,No,
040_3_21_4.png,wlixt,debet,lat,Threshold,5,5,100.0%,No,
040_3_21_4.png,wbit,debet,lat,Deskewed,4,5,80.0%,No,
040_3_01_1.png,ut,ut,eng,Original_grayscale,2,2,100.0%,Yes,
040_3_01_1.png,ut,ut,eng,Threshold,2,2,100.0%,Yes,
040_3_01_1.png,ut,ut,eng,Deskewed,2,2,100.0%,Yes,
040_3_01_1.png,ut,ut,enm,Original_grayscale,2,2,100.0%,Yes,
040_3_01_1.png,ut,ut,enm,Threshold,2,2,100.0%,Yes,
040_3_01_1.png,ut,ut,enm,Deskewed,2,2,100.0%,Yes,
040_3_01_1.png,ue,ut,ita,Original_grayscale,2,2,100.0%,No,
040_3_01_1.png,uf,ut,ita,Threshold,2,2,100.0%,No,
040_3_01_1.png,ut,ut,ita,Deskewed,2,2,100.0%,Yes,
040_3_01_1.png,ut,ut,ita_old,Original_grayscale,2,2,100.0%,Yes,
040_3_01_1.png,ut,ut,ita_old,Threshold,2,2,100.0%,Yes,
040_3_01_1.png,ut,ut,ita_old,Deskewed,2,2,100.0%,Yes,
040_3_01_1.png,ut,ut,lat,Original_grayscale,2,2,100.0%,Yes,
040_3_01_1.png,ut,ut,lat,Threshold,2,2,100.0%,Yes,
040_3_01_1.png,ut,ut,lat,Deskewed,2,2,100.0%,Yes,
040_3_27_2.png,fupea,supra,eng,Original_grayscale,5,5,100.0%,No,
040_3_27_2.png,fupea,supra,eng,Threshold,5,5,100.0%,No,
040_3_27_2.png,fupea,supra,eng,Deskewed,5,5,100.0%,No,
040_3_27_2.png,upea,supra,enm,Original_grayscale,4,5,80.0%,No,
040_3_27_2.png,upea,supra,enm,Threshold,4,5,80.0%,No,
040_3_27_2.png,upea,supra,enm,Deskewed,4,5,80.0%,No,
040_3_27_2.png,fupa,supra,ita,Original_grayscale,4,5,80.0%,No,
040_3_27_2.png,fupea,supra,ita,Threshold,5,5,100.0%,No,
040_3_27_2.png,fupea,supra,ita,Deskewed,5,5,100.0%,No,
040_3_27_2.png,fupza,supra,ita_old,Original_grayscale,5,5,100.0%,No,
040_3_27_2.png,fupea,supra,ita_old,Threshold,5,5,100.0%,No,
040_3_27_2.png,fupoa,supra,ita_old,Deskewed,5,5,100.0%,No,
040_3_27_2.png,fupea,supra,lat,Original_grayscale,5,5,100.0%,No,
040_3_27_2.png,fupea,supra,lat,Threshold,5,5,100.0%,No,
040_3_27_2.png,fupea,supra,lat,Deskewed,5,5,100.0%,No,
040_3_03_2.png,ao,ad,eng,Original_grayscale,2,2,100.0%,No,
040_3_03_2.png,N,ad,eng,Threshold,1,2,50.0%,No,
040_3_03_2.png,o,ad,eng,Deskewed,1,2,50.0%,No,
040_3_03_2.png,av,ad,enm,Original_grayscale,2,2,100.0%,No,
040_3_03_2.png,ad,ad,enm,Threshold,2,2,100.0%,Yes,
040_3_03_2.png,ad,ad,enm,Deskewed,2,2,100.0%,Yes,
040_3_03_2.png,av,ad,ita,Original_grayscale,2,2,100.0%,No,
040_3_03_2.png,av,ad,ita,Threshold,2,2,100.0%,No,
040_3_03_2.png,dO,ad,ita,Deskewed,2,2,100.0%,No,
040_3_03_2.png,AV,ad,ita_old,Original_grayscale,2,2,100.0%,No,
040_3_03_2.png,AV,ad,ita_old,Threshold,2,2,100.0%,No,
040_3_03_2.png,Idv,ad,ita_old,Deskewed,3,2,150.0%,No,
040_3_03_2.png,qo,ad,lat,Original_grayscale,2,2,100.0%,No,
040_3_03_2.png,qo,ad,lat,Threshold,2,2,100.0%,No,
040_3_03_2.png,o,ad,lat,Deskewed,1,2,50.0%,No,
040_3_18_1.png,nem,nem,eng,Original_grayscale,3,3,100.0%,Yes,
040_3_18_1.png,nem,nem,eng,Threshold,3,3,100.0%,Yes,
040_3_18_1.png,nem,nem,eng,Deskewed,3,3,100.0%,Yes,
040_3_18_1.png,nem,nem,enm,Original_grayscale,3,3,100.0%,Yes,
040_3_18_1.png,nem,nem,enm,Threshold,3,3,100.0%,Yes,
040_3_18_1.png,nem,nem,enm,Deskewed,3,3,100.0%,Yes,
040_3_18_1.png,nem,nem,ita,Original_grayscale,3,3,100.0%,Yes,
040_3_18_1.png,em,nem,ita,Threshold,2,3,66.67%,No,
040_3_18_1.png,nem,nem,ita,Deskewed,3,3,100.0%,Yes,
040_3_18_1.png,nem,nem,ita_old,Original_grayscale,3,3,100.0%,Yes,
040_3_18_1.png,nem,nem,ita_old,Threshold,3,3,100.0%,Yes,
